SchoolYear,ISDCode,ISDName,DistrictCode,DistrictName,BuildingCode,BuildingName,CountyCode,CountyName,EntityType,SchoolLevel,LOCALE_NAME,MISTEM_NAME,MISTEM_CODE,TOTAL_ENROLLMENT,MALE_ENROLLMENT,FEMALE_ENROLLMENT,AMERICAN_INDIAN_ENROLLMENT,ASIAN_ENROLLMENT,AFRICAN_AMERICAN_ENROLLMENT,HISPANIC_ENROLLMENT,HAWAIIAN_ENROLLMENT,WHITE_ENROLLMENT,TWO_OR_MORE_RACES_ENROLLMENT,EARLY_MIDDLE_COLLEGE_ENROLLMENT,KINDERGARTEN_ENROLLMENT,GRADE_1_ENROLLMENT,GRADE_2_ENROLLMENT,GRADE_3_ENROLLMENT,GRADE_4_ENROLLMENT,GRADE_5_ENROLLMENT,GRADE_6_ENROLLMENT,GRADE_7_ENROLLMENT,GRADE_8_ENROLLMENT,GRADE_9_ENROLLMENT,GRADE_10_ENROLLMENT,GRADE_11_ENROLLMENT,GRADE_12_ENROLLMENT,ECONOMIC_DISADVANTAGED_ENROLLMENT,SPECIAL_EDUCATION_ENROLLMENT,ENGLISH_LANGUAGE_LEARNERS_ENROLLMENT
"20 - 21 School Year","82","Wayne RESA","82762","Inkster Preparatory Academy","03034","Inkster Preparatory Academy","82","Wayne","PSA School","Elem_Middle School","Suburb: Large","Wayne Region","         3","208","108","100","0","0","180","9","0","4","15","0","31","40","37","37","34","22","7","0","0","0","0","0","0","184","11","<10"
"20 - 21 School Year","82","Wayne RESA","82767","Ivywood Classical Academy","03605","Ivywood Classical Academy","82","Wayne","PSA School","Elem_Middle School","Suburb: Large","Wayne Region","         3","298","145","153","0","1","2","10","2","270","13","0","74","53","47","47","26","28","23","0","0","0","0","0","0","53","24","<10"
"20 - 21 School Year","82","Wayne RESA","82728","Jalen Rose Leadership Academy","00758","Jalen Rose Leadership Academy","82","Wayne","PSA School","High School","City: Large","Wayne Region","         3","418","225","193","1","0","416","0","0","0","1","0","0","0","0","0","0","0","0","0","0","127","105","100","86","400","60","<10"
"20 - 21 School Year","82","Wayne RESA","82958","Joy Preparatory Academy","09318","Joy Preparatory Academy","82","Wayne","PSA School","Elem_Middle School","City: Large","Wayne Region","         3","215","107","108","1","0","212","2","0","0","0","0","41","28","30","27","27","20","14","12","16","0","0","0","0","215","36","<10"
"20 - 21 School Year","82","Wayne RESA","82976","Keystone Academy","09306","Keystone Academy","82","Wayne","PSA School","Elem_Middle School","Suburb: Large","Wayne Region","         3","674","349","325","0","5","105","39","0","477","48","0","105","86","86","74","65","76","65","70","47","0","0","0","0","294","72","26"
"20 - 21 School Year","82","Wayne RESA","82723","Legacy Charter Academy","00367","Legacy Charter Academy","82","Wayne","PSA School","Elem_Middle School","City: Large","Wayne Region","         3","749","376","373","1","1","721","2","0","1","23","0","75","86","87","79","90","83","84","82","83","0","0","0","0","732","54","<10"
"20 - 21 School Year","82","Wayne RESA","82090","Lincoln Park, School District of the City of","00997","Earl F. Carr School","82","Wayne","LEA School","Elementary","Suburb: Large","Wayne Region","         3","299","164","135","2","2","32","108","0","141","14","0","40","56","49","38","62","54","0","0","0","0","0","0","0","230","51","34"
"20 - 21 School Year","82","Wayne RESA","82090","Lincoln Park, School District of the City of","01752","Hoover School","82","Wayne","LEA School","Elementary","Suburb: Large","Wayne Region","         3","309","184","125","3","0","38","103","1","143","21","0","37","73","59","53","42","45","0","0","0","0","0","0","0","246","112","30"
"20 - 21 School Year","82","Wayne RESA","82090","Lincoln Park, School District of the City of","01879","James Foote School","82","Wayne","LEA School","Elementary","Suburb: Large","Wayne Region","         3","293","158","135","0","2","28","119","1","127","16","0","47","50","56","48","51","41","0","0","0","0","0","0","0","241","39","57"
"20 - 21 School Year","82","Wayne RESA","82090","Lincoln Park, School District of the City of","02025","Keppen School","82","Wayne","LEA School","Elementary","Suburb: Large","Wayne Region","         3","325","171","154","2","3","32","148","1","107","32","0","51","55","48","47","64","60","0","0","0","0","0","0","0","281","40","68"
"20 - 21 School Year","82","Wayne RESA","82090","Lincoln Park, School District of the City of","02069","Lafayette School","82","Wayne","LEA School","Elementary","Suburb: Large","Wayne Region","         3","426","216","210","1","4","64","224","0","98","35","0","55","70","75","67","85","74","0","0","0","0","0","0","0","401","52","113"
"20 - 21 School Year","82","Wayne RESA","82090","Lincoln Park, School District of the City of","02207","Lincoln Park High School","82","Wayne","LEA School","High School","Suburb: Large","Wayne Region","         3","1343","691","652","6","7","164","599","2","512","53","150","0","0","0","0","0","0","0","0","0","334","350","331","328","994","178","232"
"20 - 21 School Year","82","Wayne RESA","82090","Lincoln Park, School District of the City of","08692","Lincoln Park Middle School","82","Wayne","LEA School","Middle School","Suburb: Large","Wayne Region","         3","1113","564","549","4","8","144","489","1","407","60","0","0","0","0","0","0","0","375","375","363","0","0","0","0","876","156","177"
"20 - 21 School Year","82","Wayne RESA","82090","Lincoln Park, School District of the City of","02442","Max Paun School","82","Wayne","LEA School","Elementary","Suburb: Large","Wayne Region","         3","336","193","143","2","1","30","164","1","126","12","0","49","62","56","68","61","40","0","0","0","0","0","0","0","287","49","72"
"20 - 21 School Year","82","Wayne RESA","82090","Lincoln Park, School District of the City of","01487","Mixter School","82","Wayne","LEA Unique Education Provider","High School","Suburb: Large","Wayne Region","         3","79","68","11","0","0","7","6","0","62","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31","79","<10"
"20 - 21 School Year","82","Wayne RESA","82090","Lincoln Park, School District of the City of","03153","Raupp School","82","Wayne","LEA School","Elementary","Suburb: Large","Wayne Region","         3","257","139","118","0","0","72","111","0","59","15","0","27","50","49","43","45","43","0","0","0","0","0","0","0","241","25","54"
"20 - 21 School Year","82","Wayne RESA","82773","Lincoln-King Adams-Young Academy","03724","Adams-Young Building","82","Wayne","PSA School","Elementary","Not Specified","Wayne Region","         3","481","234","247","0","0","479","1","0","1","0","0","59","114","90","70","75","73","0","0","0","0","0","0","0","480","27","<10"
"20 - 21 School Year","82","Wayne RESA","82095","Livonia Public Schools School District","04992","Buchanan Elementary School","82","Wayne","LEA School","Elementary","City: Small","Wayne Region","         3","475","260","215","2","7","21","24","0","401","20","0","86","87","99","102","101","0","0","0","0","0","0","0","0","139","40","21"
"20 - 21 School Year","82","Wayne RESA","82095","Livonia Public Schools School District","04848","Churchill High School","82","Wayne","LEA School","High School","City: Small","Wayne Region","         3","1294","682","612","1","71","203","81","0","904","34","0","0","0","0","0","0","0","0","0","0","311","297","348","338","402","139","40"
"20 - 21 School Year","82","Wayne RESA","82095","Livonia Public Schools School District","00716","Cleveland Elementary School","82","Wayne","LEA School","Elementary","City: Small","Wayne Region","         3","463","242","221","2","1","49","26","0","348","37","0","69","106","107","86","95","0","0","0","0","0","0","0","0","258","53","24"
"20 - 21 School Year","82","Wayne RESA","82095","Livonia Public Schools School District","00788","Coolidge Elementary School","82","Wayne","LEA School","Elementary","City: Small","Wayne Region","         3","488","250","238","2","25","30","26","0","388","17","0","92","108","92","96","100","0","0","0","0","0","0","0","0","143","67","28"
"20 - 21 School Year","82","Wayne RESA","82095","Livonia Public Schools School District","00791","Cooper Upper Elementary School","82","Wayne","LEA School","Elem_Middle School","Suburb: Large","Wayne Region","         3","617","305","312","3","3","76","40","0","468","27","0","0","0","0","0","0","296","321","0","0","0","0","0","0","310","68","16"
"20 - 21 School Year","82","Wayne RESA","82095","Livonia Public Schools School District","01137","Emerson Middle School","82","Wayne","LEA School","Middle School","City: Small","Wayne Region","         3","735","369","366","2","14","76","49","0","567","27","0","0","0","0","0","0","0","8","382","345","0","0","0","0","349","114","20"
"20 - 21 School Year","82","Wayne RESA","82095","Livonia Public Schools School District","01302","Franklin High School","82","Wayne","LEA School","High School","City: Small","Wayne Region","         3","1402","730","672","8","24","140","97","0","1072","61","0","0","0","0","0","0","0","0","0","0","350","346","363","343","548","162","37"
"20 - 21 School Year","82","Wayne RESA","82095","Livonia Public Schools School District","03229","Frost Middle School","82","Wayne","LEA School","Middle School","City: Small","Wayne Region","         3","677","348","329","2","29","87","31","0","498","30","0","0","0","0","0","0","0","0","335","342","0","0","0","0","227","93","26"
"20 - 21 School Year","82","Wayne RESA","82095","Livonia Public Schools School District","03266","Garfield Community School","82","Wayne","LEA School","Other","City: Small","Wayne Region","         3","134","80","54","0","3","46","3","0","76","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","97","134","<10"
"20 - 21 School Year","82","Wayne RESA","82095","Livonia Public Schools School District","01471","Grant Elementary School","82","Wayne","LEA School","Elementary","City: Small","Wayne Region","         3","481","251","230","1","9","25","40","0","391","15","0","88","106","90","114","83","0","0","0","0","0","0","0","0","181","92","<10"
"20 - 21 School Year","82","Wayne RESA","82095","Livonia Public Schools School District","01613","Hayes Elementary School","82","Wayne","LEA School","Elementary","Suburb: Large","Wayne Region","         3","397","193","204","1","2","45","18","0","308","23","0","67","87","81","83","79","0","0","0","0","0","0","0","0","195","45","11"
"20 - 21 School Year","82","Wayne RESA","82095","Livonia Public Schools School District","01706","Holmes Middle School","82","Wayne","LEA School","Middle School","City: Small","Wayne Region","         3","739","356","383","2","21","31","44","0","618","23","0","0","0","0","0","0","0","0","365","374","0","0","0","0","177","47","13"
"20 - 21 School Year","82","Wayne RESA","82095","Livonia Public Schools School District","01750","Hoover Elementary School","82","Wayne","LEA School","Elementary","City: Small","Wayne Region","         3","518","244","274","0","9","11","31","0","447","20","0","116","80","114","94","114","0","0","0","0","0","0","0","0","78","45","23"
"20 - 21 School Year","82","Wayne RESA","82095","Livonia Public Schools School District","01873","Jackson Center","82","Wayne","LEA School","Elementary","City: Small","Wayne Region","         3","71","47","24","0","1","2","7","0","61","0","0","71","0","0","0","0","0","0","0","0","0","0","0","0","19","<10","<10"
"20 - 21 School Year","82","Wayne RESA","82095","Livonia Public Schools School District","01967","Johnson Upper Elementary School","82","Wayne","LEA School","Elem_Middle School","Suburb: Large","Wayne Region","         3","429","199","230","2","18","107","26","0","254","22","0","0","0","0","0","0","233","196","0","0","0","0","0","0","205","73","18"
"20 - 21 School Year","82","Wayne RESA","82095","Livonia Public Schools School District","01947","Kennedy Elementary School","82","Wayne","LEA School","Elementary","City: Small","Wayne Region","         3","400","219","181","0","14","55","22","0","289","20","0","77","76","80","89","78","0","0","0","0","0","0","0","0","147","41","28"
"20 - 21 School Year","82","Wayne RESA","82095","Livonia Public Schools School District","02726","Livonia Transition Program","82","Wayne","LEA School","Other","City: Small","Wayne Region","         3","58","41","17","0","2","13","2","0","41","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24","58","<10"
"20 - 21 School Year","82","Wayne RESA","82095","Livonia Public Schools School District","04907","N.W. Wayne Trainable Center","82","Wayne","LEA School","Elem_Middle School","City: Small","Wayne Region","         3","59","42","17","0","2","19","2","0","35","1","0","6","6","3","10","17","11","6","0","0","0","0","0","0","33","59","<10"
"20 - 21 School Year","82","Wayne RESA","82095","Livonia Public Schools School District","02502","Niji-Iro Japanese Immersion Elementary School","82","Wayne","LEA School","Elem_Middle School","City: Small","Wayne Region","         3","253","124","129","1","120","19","6","0","52","55","0","47","42","44","50","23","36","11","0","0","0","0","0","0","32","11","108"
"20 - 21 School Year","82","Wayne RESA","82095","Livonia Public Schools School District","03148","Randolph Elementary School","82","Wayne","LEA School","Elementary","City: Small","Wayne Region","         3","481","251","230","1","14","84","28","0","326","28","0","108","90","100","85","98","0","0","0","0","0","0","0","0","185","95","22"
"20 - 21 School Year","82","Wayne RESA","82095","Livonia Public Schools School District","03203","Riley Upper Elementary School","82","Wayne","LEA School","Elem_Middle School","City: Small","Wayne Region","         3","624","321","303","1","23","26","30","0","522","22","0","0","0","0","0","0","327","297","0","0","0","0","0","0","158","52","15"
"20 - 21 School Year","82","Wayne RESA","82095","Livonia Public Schools School District","03277","Roosevelt Elementary School","82","Wayne","LEA School","Elementary","City: Small","Wayne Region","         3","383","207","176","0","7","41","30","0","289","16","0","85","70","82","71","75","0","0","0","0","0","0","0","0","155","52","20"
"20 - 21 School Year","82","Wayne RESA","82095","Livonia Public Schools School District","09673","Rosedale Elementary","82","Wayne","LEA School","Elementary","City: Small","Wayne Region","         3","275","126","149","0","39","41","12","0","167","16","0","57","66","39","63","50","0","0","0","0","0","0","0","0","124","15","49"
